2016-12-14 21:08:04 [51] INFO ScrapyAnnouncement's log create success.
2016-12-14 21:08:17 [80] INFO Great job, you got 200 rows information　today.
2016-12-14 21:08:17 [89] INFO Save data to /home/imyin/myProject/gitWorkSpace/BlackCoffee/Data/20161214/ScrapyAnnouncement.csv successful.
2016-12-14 21:08:17 [98] INFO It costs 13.17886 sec to run it.
2016-12-14 23:46:22 [51] INFO ScrapyAnnouncement's log create success.
2016-12-14 23:46:31 [80] INFO Great job, you got 200 rows information　today.
2016-12-14 23:46:31 [89] INFO Save data to /home/imyin/myProject/gitWorkSpace/BlackCoffee/Data/20161214/ScrapyAnnouncement.csv successful.
2016-12-14 23:46:31 [98] INFO It costs 9.44471 sec to run it.
2016-12-15 23:45:29 [51] INFO ScrapyAnnouncement's log create success.
2016-12-15 23:45:38 [80] INFO Great job, you got 200 rows information　today.
2016-12-15 23:45:38 [89] INFO Save data to /home/imyin/myProject/gitWorkSpace/BlackCoffee/Data/20161215/ScrapyAnnouncement.csv successful.
2016-12-15 23:45:38 [98] INFO It costs 9.269724 sec to run it.
2016-12-16 23:46:04 [51] INFO ScrapyAnnouncement's log create success.
2016-12-16 23:46:14 [80] INFO Great job, you got 200 rows information　today.
2016-12-16 23:46:14 [89] INFO Save data to /home/imyin/myProject/gitWorkSpace/BlackCoffee/Data/20161216/ScrapyAnnouncement.csv successful.
2016-12-16 23:46:14 [98] INFO It costs 10.305338 sec to run it.
2016-12-17 11:24:35 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 11:25:37 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 11:27:29 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 11:27:34 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 11:29:28 [120] INFO It costs 119.102013 sec to run it.
2016-12-17 11:29:28 [121] INFO ----------------------------------------------------------------------------------------------------
2016-12-17 11:57:21 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 11:57:51 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:18:46 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:19:13 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:19:52 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:20:03 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:26:22 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:26:40 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:30:45 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:30:56 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:40:04 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:40:11 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:41:04 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:41:29 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:43:02 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:43:18 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:44:43 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:44:48 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:45:34 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:45:44 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:49:48 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:50:04 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 12:50:28 [124] INFO It costs 39.87562 sec to run it.
2016-12-17 12:50:28 [125] INFO ----------------------------------------------------------------------------------------------------
2016-12-17 12:59:07 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 12:59:27 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 13:04:21 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 13:04:27 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 13:04:56 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 13:05:07 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 13:05:36 [55] INFO ScrapyAnnouncement's log create success.
2016-12-17 13:05:55 [84] INFO Great job, you got 200 rows information　today.
2016-12-17 13:05:55 [111] INFO Got the '2016-12-17, 600071, http://xinpi.cnstock.com/FileView.aspx?Code=54BF4C6EEE262EB2915333CEDD1326B2' into table: announcement_201612
2016-12-17 13:05:55 [111] INFO Got the '2016-12-17, 600881, http://xinpi.cnstock.com/FileView.aspx?Code=6D2205305A7A1C6D995F3AE0F5A1A20B' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=E79620D0CEDCCBD287F3737672D05A18' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=A91B21593E7CE0E68224D659B038948E' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=572F08B3E634B15DCA6BFF0754ADFF5E' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=E4933968AB51822C1E7A7CE8456AD9BB' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=A854E797E9C6D35DA074C650F98805C3' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=DA6487B87DC71574A2AC5AE6019705D8' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 300569, http://xinpi.cnstock.com/FileView.aspx?Code=185E176972DBA02DFD461C5BE0BB3AE2' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 002011, http://xinpi.cnstock.com/FileView.aspx?Code=0011BBC7F581BDA6B62E31D79257955E' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 002011, http://xinpi.cnstock.com/FileView.aspx?Code=FED995D5B3584D9EFDEDA2D32FA51C75' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000619, http://xinpi.cnstock.com/FileView.aspx?Code=7DFCAF4E32C83F2781AD5787CD932CA2' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000619, http://xinpi.cnstock.com/FileView.aspx?Code=42D70B6EC7012BD66BE5628D8BA31A54' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 002684, http://xinpi.cnstock.com/FileView.aspx?Code=3FEF02E019BC795E8207122B7FC4D025' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 002684, http://xinpi.cnstock.com/FileView.aspx?Code=94D8F47BE1A6D04E1B4BF05AFA1E2E3B' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 002289, http://xinpi.cnstock.com/FileView.aspx?Code=463F64F73B6DC09F9B8297AF5BF2EE33' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000155, http://xinpi.cnstock.com/FileView.aspx?Code=1777C1D62623EE47534328834A1C9D7E' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000155, http://xinpi.cnstock.com/FileView.aspx?Code=6E8C0052DEE8261533C6C74EC8668563' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000155, http://xinpi.cnstock.com/FileView.aspx?Code=744F892127B74D3D7587173C05AAE0B5' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000155, http://xinpi.cnstock.com/FileView.aspx?Code=B575B2E3C46238B12049FEBC0F64A0D9' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 000155, http://xinpi.cnstock.com/FileView.aspx?Code=E3BC56C7F1CCDB8D064746341AED0A49' into table: announcement_201612
2016-12-17 13:05:56 [111] INFO Got the '2016-12-17, 603986, http://xinpi.cnstock.com/FileView.aspx?Code=6171B4080C6AB09EA4DCB6E95316D441' into table: announcement_201612
